YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DISTANCE,AIR_TIME,CANCELLED,DIVERTED,TAXI_OUT,TAXI_IN,FLIGHT_NUMBER
2015,6,18,DL,ATL,ORD,96,133,2417,256,0,0,8,16,8476
2014,10,2,DL,LAX,ORD,8,84,1695,84,0,0,22,9,6086
2014,12,19,DL,ATL,LAX,78,94,550,173,0,0,19,12,5684
2015,1,19,UA,ATL,ATL,30,128,1516,265,0,0,11,5,9501
2015,2,24,AA,ORD,DFW,50,15,2039,102,0,0,5,16,2976
2014,9,5,AA,LAX,DEN,-9,2,1319,107,1,0,8,20,4366
2014,8,8,JB,ORD,LAX,67,52,2094,67,0,0,29,9,4173
2015,12,20,UA,DFW,LAX,5,47,533,295,0,0,21,10,7416
2015,4,25,AA,DEN,ATL,90,119,2906,143,0,0,21,21,8215
2015,6,3,SW,DFW,ORD,22,-9,279,274,0,0,25,8,3326
2015,2,2,UA,ORD,DEN,34,98,1620,299,0,0,26,24,3073
2014,12,6,DL,DFW,DFW,16,8,2413,33,0,0,7,22,3768
2015,5,27,DL,DEN,LAX,65,-1,1748,233,0,0,20,20,5575
2015,2,16,UA,DEN,DEN,25,45,1476,298,0,0,10,10,3050
2014,5,15,UA,DFW,DEN,80,61,961,216,0,0,22,23,4629
2015,7,4,UA,LAX,ORD,82,137,331,141,0,0,14,8,5508
2014,7,2,DL,ATL,ORD,60,-4,1631,298,1,0,15,21,5596
2015,9,14,JB,DEN,ATL,117,95,1856,67,0,0,24,21,4141
2015,3,6,AA,LAX,DFW,35,75,1186,236,0,0,17,11,9396
2015,12,20,UA,DFW,DFW,101,28,343,216,0,0,9,10,4420
2014,4,26,AA,ATL,ATL,64,23,716,122,0,0,23,15,8534
2014,9,27,SW,DEN,DEN,39,119,2321,162,0,0,25,9,7485
2015,8,20,AA,ATL,ATL,119,83,1616,41,1,0,7,21,7194
2014,12,26,AA,LAX,DFW,88,42,2515,98,0,0,22,19,5966
2014,7,4,SW,LAX,LAX,66,38,2468,107,0,0,14,12,1736
2014,8,20,SW,LAX,ATL,-9,45,2570,288,0,0,17,7,921
2014,9,24,UA,ORD,ORD,15,73,2429,79,0,0,12,21,5185
2014,12,1,SW,DEN,ATL,22,144,2410,220,0,0,20,12,1395
2014,4,25,SW,DFW,DEN,105,143,711,287,0,0,10,11,9626
2015,5,14,DL,DFW,ATL,13,147,478,237,0,0,8,8,3415
2015,9,3,AA,DEN,DFW,28,17,2745,149,0,0,15,16,9317
2014,7,21,JB,LAX,DEN,30,82,1362,194,0,0,21,7,3708
2015,4,21,AA,LAX,ORD,36,81,2376,159,0,0,11,12,4352
2015,6,4,JB,ORD,LAX,53,41,2525,185,0,0,6,15,3244
2015,11,20,SW,LAX,DFW,66,116,1452,292,0,0,8,13,2459
2015,1,23,DL,ATL,LAX,8,12,410,267,0,0,16,23,6333
2014,1,14,AA,ORD,ATL,50,10,973,174,0,0,6,12,668
2015,9,20,AA,LAX,DFW,55,65,1576,202,0,0,25,22,7925
2015,8,26,JB,DEN,LAX,-4,143,1935,109,0,0,13,20,5965
2014,1,19,UA,DFW,LAX,31,71,2014,297,0,0,26,17,6701
2014,11,27,AA,DFW,DFW,15,69,1961,263,0,0,10,19,4439
2015,2,9,SW,LAX,DEN,5,61,864,297,0,0,14,9,6109
2015,4,14,JB,LAX,DEN,-6,-4,918,225,0,0,17,15,959
2015,1,4,AA,DFW,DFW,14,101,2500,180,0,0,17,6,1587
2015,2,4,UA,ORD,DEN,62,8,2884,39,0,0,22,12,4104
2015,5,26,AA,DFW,DFW,43,69,234,235,0,0,22,14,8095
2015,8,12,JB,ATL,DFW,14,12,1541,224,0,0,15,6,8103
2014,6,8,UA,ORD,DEN,109,25,2866,243,0,0,10,15,9526
2015,6,28,DL,DFW,LAX,24,61,441,166,0,0,27,8,9672
2015,4,16,AA,DEN,ORD,4,18,517,239,0,0,8,23,9800
2014,2,11,UA,ORD,DFW,37,25,2378,68,0,0,9,16,2350
2014,3,7,SW,LAX,ORD,117,148,256,270,0,0,26,11,1449
2014,6,20,JB,DEN,LAX,50,24,1547,235,0,0,29,21,604
2014,6,14,UA,ORD,LAX,12,38,2513,183,0,0,18,9,2551
2015,5,24,JB,ORD,ORD,95,5,356,152,0,0,23,12,8296
2015,6,10,DL,ORD,DFW,16,23,2956,65,0,0,6,14,6092
2015,11,2,JB,ORD,ATL,107,56,1359,176,0,1,26,17,8875
2015,6,13,DL,LAX,LAX,88,-8,713,83,0,0,20,18,6112
2015,1,9,AA,ATL,DFW,90,127,203,99,0,0,13,6,3190
2015,6,18,AA,LAX,ATL,111,11,1174,126,1,0,27,12,4496
2014,5,10,AA,DEN,ATL,56,21,2829,116,0,0,27,15,5255
2015,8,14,SW,ATL,LAX,29,148,2903,91,0,0,19,10,5829
2014,9,3,AA,DEN,DEN,115,21,1075,199,0,0,5,13,2196
2014,6,22,SW,ATL,LAX,16,95,1970,47,0,0,11,14,4878
2015,12,7,SW,ATL,ORD,2,21,2047,150,0,0,22,24,638
2014,12,25,DL,ATL,LAX,76,53,933,68,0,0,19,14,8369
2015,10,24,AA,ORD,ORD,105,22,1631,61,0,0,29,24,974
2014,4,11,SW,DFW,DEN,51,73,2414,101,0,0,28,9,7526
2015,3,6,JB,ATL,LAX,24,21,2730,37,0,0,11,16,335
2014,10,15,DL,ORD,ATL,33,39,2496,185,0,0,10,14,8191
2015,12,15,AA,ORD,LAX,80,146,1905,166,0,0,11,24,8453
2015,1,8,SW,ATL,DEN,109,17,972,241,0,0,11,15,1010
2015,7,27,SW,DFW,DEN,111,92,2874,35,1,0,26,8,1286
2015,5,27,DL,ORD,LAX,50,104,2085,94,0,0,6,18,8391
2015,4,21,DL,DFW,ORD,61,48,1935,146,0,0,9,14,5602
2014,9,26,DL,DEN,LAX,9,41,1584,93,0,0,12,9,6369
2014,7,26,AA,ATL,ATL,112,11,2006,156,0,0,21,15,3656
2014,10,13,SW,DFW,ATL,69,85,1592,134,0,0,14,19,4846
2015,8,12,JB,DEN,DFW,42,40,1094,155,1,0,20,7,2962
2014,4,12,JB,ATL,DEN,61,85,2867,249,0,0,9,13,3557
2015,10,9,JB,ORD,ATL,41,49,220,82,0,0,21,11,4951
2015,12,20,DL,ATL,LAX,77,65,1667,41,0,0,24,9,9887
2014,10,17,DL,DEN,LAX,118,90,904,178,0,0,24,8,6305
2014,8,15,DL,LAX,ORD,45,-3,1365,231,0,0,25,7,2862
2015,4,13,AA,LAX,ATL,58,141,545,30,0,0,13,17,8520
2014,1,14,SW,ATL,LAX,62,110,468,37,0,0,26,22,1750
2015,11,8,JB,ORD,ORD,2,142,2624,277,0,1,11,13,8242
2015,8,21,SW,LAX,LAX,102,146,1602,45,1,0,29,9,6538
2015,1,13,JB,DEN,ATL,68,43,1944,30,0,1,26,15,3832
2015,12,25,SW,ORD,LAX,73,51,860,272,0,0,25,22,7445
2015,3,3,DL,ORD,DFW,80,65,2605,241,0,0,8,23,5623
2014,7,25,AA,DEN,DEN,81,39,735,65,0,0,24,5,6630
2014,3,8,JB,DFW,DFW,18,7,2400,149,0,0,29,23,9666
2015,8,6,UA,ORD,DEN,60,136,642,183,0,0,22,11,8434
2015,5,11,JB,LAX,LAX,53,19,1786,75,0,0,20,8,7875
2014,3,10,AA,ORD,LAX,98,126,1310,253,0,0,23,18,9727
2014,5,26,SW,ATL,DEN,78,123,2495,41,0,0,12,14,7634
2015,5,27,JB,DEN,DFW,25,-5,1581,147,1,0,10,15,1883
2014,8,8,SW,ORD,ATL,0,56,1674,199,0,0,23,10,876
2015,12,8,DL,LAX,DEN,112,107,1361,153,0,0,16,10,7626
2014,9,23,AA,DEN,DEN,14,59,1389,227,0,0,18,23,5154
2015,6,7,AA,DEN,ORD,119,5,1142,231,0,0,13,12,3655
2014,10,19,JB,DFW,LAX,-8,-9,2097,188,1,0,24,13,9126
2015,3,23,SW,ORD,LAX,92,96,2633,99,0,0,25,7,6422
2014,2,12,UA,LAX,DEN,6,104,904,272,0,0,20,12,9438
2014,11,3,SW,LAX,LAX,38,139,1749,101,1,1,12,13,8761
2015,3,11,SW,DFW,DEN,84,47,1639,284,0,0,6,19,5782
2014,9,13,SW,ORD,ORD,22,122,2157,289,0,0,11,18,5171
2015,7,16,SW,DEN,LAX,60,54,346,173,0,1,19,17,4409
2014,11,9,SW,ORD,DEN,40,147,621,175,0,0,8,16,3052
2015,11,27,JB,DFW,ATL,108,43,1211,49,0,0,26,13,3017
2014,9,16,JB,ATL,DEN,20,25,2207,76,0,0,8,19,2291
2015,6,5,UA,ORD,DFW,37,0,2732,267,0,0,24,17,2193
2014,8,27,AA,ATL,DEN,52,127,1958,283,0,0,18,19,8289
2015,10,8,AA,ATL,DFW,8,26,2457,183,0,0,8,23,628
2014,11,12,UA,ATL,DEN,80,56,2261,142,1,0,6,17,5320
2015,9,3,SW,ORD,LAX,87,82,2384,257,1,0,7,24,1817
2015,3,3,DL,ORD,DFW,88,6,2326,199,0,0,7,21,9641
2015,7,13,JB,LAX,LAX,75,58,1252,142,0,0,12,9,6687
2014,9,3,UA,LAX,ATL,103,15,2863,33,0,0,16,6,9418
2015,2,24,AA,DEN,DEN,96,112,817,198,0,0,15,24,2659
2014,12,9,SW,ATL,DFW,-1,121,1554,238,0,0,17,15,7583
2015,7,23,SW,LAX,ORD,34,-1,1611,144,0,0,24,14,3516
2014,5,1,SW,DFW,LAX,88,105,2525,155,0,0,22,19,5301
2015,8,6,DL,LAX,LAX,61,131,1402,202,0,0,21,17,6936
2014,4,19,UA,DEN,ORD,49,18,307,55,0,0,23,10,2413
2014,1,16,JB,DFW,DEN,-2,46,1125,274,0,0,8,23,6461
2015,11,1,JB,DEN,ATL,74,32,331,193,0,0,13,20,1745
2014,10,10,JB,DFW,ORD,28,77,2993,172,0,0,14,17,5659
2014,8,2,SW,DFW,LAX,-8,67,2938,83,0,0,19,14,1119
2015,6,28,AA,DFW,ATL,29,119,2486,221,0,0,7,12,1022
2014,8,3,SW,DEN,ATL,21,127,2973,288,1,0,10,13,6895
2014,3,7,SW,LAX,ATL,3,67,602,231,0,0,17,13,9888
2014,8,6,DL,LAX,DFW,107,-6,917,179,0,0,6,20,7588
2015,8,15,SW,LAX,LAX,78,-4,1061,69,0,0,6,6,4623
2014,12,2,SW,ATL,LAX,74,117,2892,127,0,0,26,16,6315
2015,1,28,DL,DEN,ATL,-5,140,1802,158,0,0,12,19,2024
2014,4,21,SW,ORD,DFW,77,-7,2948,272,0,0,22,12,1111
2014,7,17,UA,DFW,LAX,83,102,1402,169,0,0,20,24,8226
2014,11,19,UA,LAX,LAX,52,127,1034,193,0,0,9,13,324
2015,1,14,UA,ORD,LAX,84,105,874,237,0,0,14,6,451
2014,3,17,DL,LAX,DFW,17,115,485,109,0,0,27,17,9346
2014,3,19,JB,DEN,ORD,106,34,2705,104,0,0,24,19,8976
2015,6,2,UA,ORD,LAX,70,108,2204,148,0,0,9,21,2766
2014,5,16,AA,ORD,ATL,4,48,1546,266,0,0,9,20,8747
2015,12,20,AA,ORD,ATL,107,46,927,155,0,0,21,22,3397
2015,11,21,SW,DFW,DEN,-9,75,2209,34,0,0,29,8,6709
2014,7,16,JB,LAX,ORD,19,27,2926,233,0,0,20,6,8461
2015,3,3,SW,LAX,LAX,-1,90,1447,91,0,0,27,22,4328
2014,11,26,UA,ATL,LAX,109,87,1955,133,0,0,28,13,3430
2015,1,14,AA,LAX,ORD,93,48,2556,297,0,0,11,7,7429
2015,11,21,DL,DFW,ATL,110,17,1112,47,0,0,20,6,5052
2014,3,27,JB,ORD,ORD,10,101,2602,286,1,0,10,21,6504
2015,8,7,SW,DEN,ORD,14,-3,1337,160,0,1,5,9,2385
2015,5,10,AA,DEN,LAX,5,69,2331,164,0,0,24,18,5403
2015,3,9,UA,ATL,ORD,59,128,1351,166,0,0,23,9,6685
2015,8,8,UA,ATL,DFW,24,121,2572,98,0,0,6,8,2564
2015,6,15,JB,ORD,LAX,92,105,1542,92,0,0,11,12,1484
2014,3,12,SW,DFW,DEN,30,-5,2681,228,1,0,28,17,1169
2015,5,28,UA,ORD,LAX,33,72,2732,111,0,0,28,14,6395
2014,1,6,AA,DFW,DEN,-9,65,242,71,0,0,28,21,6089
2015,6,15,SW,ATL,ATL,85,127,2430,46,0,0,13,14,2227
2014,12,15,AA,DFW,LAX,57,44,1603,89,0,0,11,24,3485
2014,9,25,UA,ORD,ORD,30,-6,875,153,0,0,14,12,1212
2015,12,8,AA,ORD,LAX,53,119,2867,255,0,0,25,15,2267
2015,7,12,UA,LAX,DFW,81,23,859,139,0,0,29,15,2993
2015,11,20,DL,DFW,DEN,97,-2,2989,288,0,1,11,13,7121
2014,8,27,SW,ATL,LAX,86,45,629,186,0,0,29,15,1198
2015,6,2,AA,DEN,ORD,101,52,1419,193,0,0,28,7,9721
2014,11,9,SW,LAX,DEN,77,62,2986,44,0,0,27,20,4453
2014,5,22,AA,ATL,DFW,0,22,1903,211,0,0,17,11,678
2014,12,26,UA,ATL,DEN,85,65,2708,243,0,0,25,12,1307
2015,6,8,UA,ATL,DFW,15,102,1855,110,0,0,14,9,4853
2015,7,8,DL,DFW,DFW,87,-7,2980,262,0,0,25,13,1169
2014,9,4,AA,ATL,ATL,72,-6,987,50,0,0,24,15,1738
2014,8,26,DL,DEN,ATL,105,77,2836,297,0,0,21,8,2283
2015,5,5,AA,DEN,LAX,48,114,1009,216,0,0,20,16,2853
2014,7,17,DL,ORD,LAX,52,117,1789,232,0,0,17,19,2950
2015,8,25,SW,LAX,LAX,76,59,1742,111,0,0,24,9,5188
2014,1,7,UA,DEN,ATL,2,7,1128,102,1,0,12,11,8690
2015,8,1,AA,DFW,ATL,42,116,1600,73,0,0,5,23,3285
2014,11,27,JB,LAX,DEN,47,-6,2100,107,0,0,26,16,932
2015,7,10,JB,DFW,ORD,81,27,787,266,0,0,5,24,7186
2014,11,26,UA,DEN,DEN,17,65,1890,182,0,0,21,22,8629
2015,12,14,JB,LAX,DEN,59,126,241,146,0,0,21,6,2604
2015,12,19,JB,DEN,DFW,85,138,2069,61,0,0,26,10,3439
2014,2,9,JB,ATL,ATL,36,58,1681,113,0,0,10,18,9605
2014,2,11,DL,LAX,DFW,50,139,2254,165,0,0,27,13,4631
2015,12,27,DL,DEN,LAX,-6,-9,1759,233,1,0,21,5,5008
2014,6,12,AA,DFW,ORD,47,82,2984,78,0,0,18,7,9842
2015,3,1,DL,LAX,LAX,24,46,805,71,0,0,19,14,6256
2014,1,22,SW,LAX,ORD,32,70,2901,96,0,0,11,6,8622
2015,8,21,AA,LAX,DFW,77,129,1622,275,0,0,26,23,9688
2015,7,20,JB,ORD,LAX,26,144,2870,196,0,0,14,24,8285
2015,4,17,JB,ATL,ATL,26,110,632,31,1,0,27,5,5288
2015,1,23,UA,LAX,ORD,-4,36,276,56,1,0,10,6,468
2015,2,1,AA,DEN,DEN,36,-7,1000,45,0,0,15,17,3836
2015,9,1,JB,DFW,DEN,11,86,2674,201,0,0,13,22,6381
2014,4,18,DL,DEN,ORD,69,149,1171,53,0,0,9,13,1657
2014,3,9,JB,ORD,DFW,-4,138,2901,252,0,0,23,13,8744
2014,8,17,JB,LAX,ORD,5,7,687,98,0,0,23,21,9472
2015,4,24,UA,ATL,DEN,72,43,2293,191,0,0,17,17,2016
2015,7,13,JB,DFW,DFW,-8,135,2709,180,0,0,17,11,8761
2015,5,17,SW,ORD,DEN,-2,110,2076,81,0,0,12,14,2366
2015,5,11,SW,LAX,ORD,34,94,1418,281,0,0,12,13,8783
2014,11,17,JB,ATL,DFW,109,34,670,175,0,0,21,13,1817
2014,6,9,JB,DFW,ORD,-8,111,2541,283,0,0,21,15,6173
2015,12,24,SW,DFW,ATL,101,22,1058,283,0,0,10,18,1119
2014,4,14,DL,DFW,ORD,15,131,1215,83,0,0,8,19,2247
2014,2,1,AA,DFW,ATL,79,141,1530,207,0,0,26,13,5371
2015,6,23,SW,ATL,ATL,99,-9,686,182,0,0,21,19,5140
2014,5,8,UA,LAX,DEN,80,148,2905,118,0,0,5,6,751
2015,3,2,SW,LAX,LAX,71,106,387,37,0,1,19,12,7460
2014,4,4,AA,ATL,ORD,21,142,940,245,0,1,13,10,7033
2015,3,18,SW,DFW,DFW,114,84,2906,209,0,0,12,15,8570
2015,3,13,AA,DEN,LAX,21,83,1049,195,0,0,20,17,9462
2015,4,14,DL,DFW,ATL,22,66,2104,107,0,0,14,14,2667
2015,2,22,DL,LAX,ATL,102,59,1781,211,0,0,7,5,2523
2014,4,21,JB,ATL,DFW,77,147,1835,44,0,0,16,17,4598
2015,10,11,DL,DFW,ORD,52,132,2933,197,0,0,24,6,3466
2015,11,11,SW,ATL,ORD,43,106,811,38,0,1,22,22,2701
2015,2,21,UA,DFW,DEN,-4,18,2131,242,0,0,22,17,1261
2014,10,28,SW,DEN,ATL,110,69,1375,238,0,1,12,16,1733
2015,8,8,DL,ATL,DFW,52,148,1243,258,0,0,14,17,7782
2014,10,12,UA,DEN,LAX,87,101,1157,66,1,0,5,21,4014
2015,5,1,DL,ATL,ORD,87,148,1217,287,0,0,26,10,8336
2014,7,26,AA,DFW,ATL,110,-1,1322,42,0,0,22,11,7443
2014,11,16,SW,ATL,LAX,33,1,1703,135,1,0,27,10,1836
2015,4,18,UA,DEN,ORD,58,15,1176,84,0,0,9,14,4371
2014,10,1,JB,LAX,ORD,79,74,2378,108,0,0,19,9,3382
2015,6,20,UA,DEN,DFW,107,59,484,230,0,0,15,17,2423
2015,12,18,UA,DFW,ATL,94,95,2802,45,0,0,18,13,9929
2015,10,10,UA,LAX,DFW,106,24,1963,43,0,1,12,14,4555
2014,4,11,JB,LAX,DEN,74,26,628,84,0,0,21,9,100
2014,6,23,UA,DEN,ORD,84,78,446,178,1,0,9,9,8051
2015,1,16,SW,LAX,DEN,66,42,424,108,1,0,8,8,1191
2015,6,28,UA,DFW,ATL,41,40,2220,239,0,0,23,11,5582
2014,6,5,DL,ATL,ORD,69,97,1403,174,0,1,21,21,5994
2015,2,21,UA,DEN,ORD,14,16,1732,108,0,0,22,17,6207
2015,12,1,UA,DFW,DFW,37,99,1300,249,0,0,23,20,688
2015,10,18,JB,DFW,ATL,32,123,1757,131,0,0,13,16,6115
2014,10,21,AA,ATL,ORD,18,59,2558,81,1,0,17,10,3028
2014,9,7,JB,DEN,DEN,50,49,2175,87,0,0,11,17,7270
2014,6,1,JB,ATL,ORD,101,45,852,208,0,0,9,5,6266
2015,12,23,UA,ATL,LAX,89,29,2199,274,0,0,12,21,2144
2015,11,27,AA,DEN,DFW,28,30,920,145,0,0,5,9,938
2015,7,28,JB,ORD,DFW,32,99,2503,165,0,0,26,8,8854
2014,2,2,DL,LAX,ATL,53,92,1771,185,0,1,12,8,5737
2015,2,2,AA,ORD,DFW,84,0,1864,106,0,1,25,17,5631
2015,2,25,JB,DEN,DFW,5,118,1421,199,0,0,7,20,3854
2015,10,16,UA,ORD,DEN,109,58,2450,48,1,0,9,8,191
2015,11,8,DL,DEN,DFW,1,16,869,255,0,0,10,20,6604
2014,9,10,AA,ORD,LAX,119,5,836,188,0,0,14,12,6203
2014,3,20,DL,ORD,ATL,1,90,2393,98,0,0,15,22,4405
2015,4,16,SW,DFW,ORD,56,149,2517,82,0,0,16,19,4389
2014,1,5,JB,LAX,DFW,32,68,1033,238,0,0,25,15,1569
2014,1,25,UA,ATL,LAX,17,134,2613,65,0,0,19,11,3768
2015,4,4,SW,DFW,DFW,115,33,2092,128,0,0,29,9,8081
2015,2,26,UA,DEN,ATL,106,17,2947,246,1,0,19,21,9521
2014,8,13,JB,DEN,ORD,55,8,1758,247,0,0,16,10,9071
2015,4,28,SW,ATL,LAX,99,59,682,246,0,1,21,17,6928
2014,3,8,AA,DFW,DEN,103,121,629,151,0,0,20,18,3614
2015,3,13,SW,DFW,DEN,114,90,1315,185,0,0,9,10,6730
2014,6,5,AA,LAX,DEN,30,46,636,226,0,0,11,10,9687
2015,12,17,AA,DFW,DFW,16,43,2332,93,0,0,10,11,7905
2014,6,15,UA,DFW,ORD,117,13,1379,244,0,0,5,15,8680
2014,6,7,DL,DEN,DEN,52,118,372,239,0,0,28,9,9195
2014,6,10,DL,LAX,DFW,31,68,2795,92,0,0,21,17,6179
2015,8,27,AA,LAX,ORD,13,48,2906,79,0,0,14,14,225
2014,8,27,JB,DFW,ORD,83,37,246,277,0,0,16,8,2861
2014,9,3,DL,DFW,ATL,23,57,1407,79,0,0,8,24,3122
2015,1,23,DL,ATL,ORD,-6,137,2162,83,0,0,8,24,3560
2015,10,24,JB,DFW,DEN,115,7,1035,132,0,0,17,8,7661
2014,8,16,UA,ORD,ATL,26,33,2289,34,0,0,11,5,3970
2014,5,20,AA,DEN,LAX,106,132,2057,122,0,0,5,22,8193
2015,3,27,SW,ORD,DEN,58,105,2879,187,0,0,25,6,3677
2015,11,15,SW,LAX,LAX,67,64,1838,63,0,0,8,21,1975
2015,10,6,AA,DEN,DEN,87,126,346,164,1,0,29,20,9912
2015,3,10,UA,ORD,LAX,62,108,975,241,0,0,24,20,6663
2015,6,7,SW,DFW,LAX,53,13,1413,254,0,0,11,21,8931
2014,8,24,DL,ORD,DEN,-7,98,801,244,0,0,27,11,3587
2015,10,19,UA,ORD,DFW,51,127,1640,150,0,0,15,6,7498
2014,2,23,JB,DFW,DEN,62,107,2225,95,0,0,9,15,8825
2014,12,5,AA,DEN,ATL,62,80,2340,147,0,0,29,18,4879
2014,9,7,SW,ATL,DEN,93,-3,1670,97,0,0,19,10,7528
2015,5,22,AA,DFW,ATL,95,28,2639,79,0,0,11,5,2753
2014,5,21,JB,DFW,DFW,1,-2,2958,182,1,0,21,6,1954
2014,1,3,SW,DEN,DEN,36,26,643,193,0,0,26,5,5709
2015,6,26,AA,LAX,ATL,0,4,495,68,0,0,7,16,9410
2014,11,2,JB,DFW,LAX,60,130,2885,201,0,0,26,15,2027
2014,11,19,DL,ATL,LAX,81,35,1910,69,0,0,29,13,864
2015,5,2,JB,ATL,ATL,-3,20,1258,136,0,0,18,10,9423
2014,7,19,UA,DFW,LAX,114,36,667,117,0,0,16,8,1838
2014,7,18,UA,DFW,DEN,49,51,1406,30,0,0,26,7,3475
2014,4,1,JB,DFW,LAX,66,129,838,261,0,0,14,22,6598
2015,5,9,DL,DFW,DEN,74,54,2751,43,0,0,29,13,773
2015,10,26,AA,LAX,ATL,22,123,927,275,0,0,21,5,1842
2015,8,21,AA,DFW,DEN,-5,67,2296,276,0,0,21,13,8913
2014,2,16,DL,DEN,LAX,56,-3,396,282,1,0,26,24,3478
2014,1,25,SW,DEN,DEN,59,93,643,265,0,0,10,23,304
2015,6,8,JB,LAX,ORD,14,25,1421,34,0,0,19,8,9134
2014,11,23,UA,ORD,ORD,4,146,1055,81,1,0,21,5,1468
2014,4,28,UA,LAX,DEN,82,117,1444,200,0,0,20,7,2703
2015,10,22,UA,DFW,DEN,108,124,1642,199,0,0,11,21,2415
2015,3,11,AA,ORD,ORD,34,133,2133,240,0,0,10,14,2905
2014,7,16,AA,ORD,ORD,88,56,1055,68,0,0,5,11,2055
2014,8,20,DL,ATL,DFW,27,105,2628,160,0,0,13,9,5136
2014,11,26,SW,DEN,ATL,74,3,1626,93,0,0,12,24,2078
2015,12,10,JB,LAX,ATL,80,58,1611,260,0,1,15,9,3078
2015,4,23,UA,LAX,LAX,34,129,1546,209,0,0,15,6,2085
2015,12,16,DL,LAX,DEN,50,141,1452,56,0,0,5,6,395
2015,12,13,SW,DFW,ATL,53,28,2250,146,0,0,10,19,5945
2014,10,7,AA,DFW,ORD,117,50,1809,178,0,0,16,9,4980
2015,12,1,UA,ATL,DEN,119,9,2725,173,0,0,7,22,1105
2015,11,14,JB,LAX,DFW,-7,34,2731,296,0,0,15,22,7369
2015,11,9,UA,ORD,DFW,41,16,2730,238,1,0,5,16,1206
2015,6,14,UA,DEN,LAX,59,96,1683,211,0,0,20,18,2818
2015,11,4,JB,DFW,LAX,4,86,2103,96,0,1,24,22,4419
2014,11,23,DL,ORD,LAX,21,93,2167,109,0,0,14,11,9632
2014,2,9,JB,ATL,DEN,110,-9,1098,67,0,0,27,8,189
2015,8,2,JB,LAX,DEN,27,82,704,264,0,0,24,10,6406
2014,6,24,AA,ATL,ORD,118,119,1411,40,0,0,16,15,9544
2015,11,11,DL,ORD,DFW,32,41,2301,287,0,0,15,17,1770
2015,9,20,DL,ATL,ATL,28,133,1452,88,0,0,19,9,3184
2014,11,14,SW,DFW,DEN,50,108,1026,35,1,0,6,15,6144
2014,6,4,SW,ORD,ORD,86,106,2038,170,0,0,25,19,7098
2015,6,3,AA,ORD,DFW,31,-6,2670,172,1,0,16,16,5073
2015,12,10,AA,DEN,ORD,48,-2,1132,98,0,0,5,20,6576
2015,2,20,SW,DEN,ATL,87,84,730,73,0,0,13,10,402
2014,5,25,SW,DFW,ORD,104,94,2770,129,0,0,16,20,1821
2015,9,1,DL,DFW,ORD,31,2,1668,123,0,0,23,12,1973
2015,1,9,SW,DFW,LAX,41,62,1881,150,0,0,9,11,9791
2015,4,13,JB,ATL,ATL,17,8,1172,198,0,0,25,14,291
2014,10,11,UA,DEN,DEN,99,0,2122,182,1,1,13,18,9965
2015,10,10,JB,ORD,ATL,112,44,2236,115,0,0,19,10,981
2015,3,25,SW,LAX,LAX,117,11,1247,284,1,1,13,24,4846
2014,1,1,UA,LAX,DFW,94,129,2658,124,0,0,17,20,1969
2015,1,13,AA,ATL,ATL,18,3,2728,88,0,0,14,6,6468
2015,1,9,SW,LAX,DFW,41,142,2602,53,0,1,7,18,9584
2014,1,22,SW,ATL,ORD,26,137,2199,117,0,0,6,7,7144
2015,2,8,AA,DFW,DEN,14,54,2301,32,1,0,25,8,6434
2014,11,13,SW,DEN,DEN,95,0,2181,236,0,0,9,24,5463
2014,5,24,UA,DFW,DFW,115,87,2934,278,0,0,21,17,4602
2015,2,8,AA,ATL,ATL,84,149,2528,262,0,0,5,16,9494
2015,4,27,AA,ORD,ATL,-3,133,330,259,0,0,19,21,876
2015,9,24,DL,ORD,DFW,74,38,2775,231,0,0,13,12,8631
2015,3,28,SW,DFW,DEN,7,97,1830,195,0,0,29,8,739
2014,2,17,DL,LAX,ORD,92,13,405,88,0,0,19,14,3039
2015,4,1,UA,ORD,DEN,88,-10,2031,173,0,0,8,16,9683
2014,9,23,UA,ATL,DFW,17,9,958,259,0,1,22,13,7924
2015,4,27,AA,LAX,DFW,82,80,714,141,1,0,19,12,899
2015,12,12,DL,ATL,DEN,36,57,1207,186,0,0,22,6,8157
2015,5,12,SW,DFW,DFW,77,5,1420,181,0,0,19,12,8995
2014,4,25,UA,LAX,DFW,24,88,2494,155,0,0,7,21,6190
2015,8,11,DL,ORD,DFW,41,3,1582,35,0,0,29,19,5906
2015,4,26,AA,ORD,DEN,17,54,1979,107,0,0,27,14,159
2015,2,24,JB,DEN,ATL,40,115,2903,69,0,0,25,5,2566
2015,12,11,AA,DFW,DFW,68,85,1976,243,0,0,21,9,3193
2014,4,16,AA,LAX,DEN,38,86,1104,83,0,0,13,18,7254
2015,2,5,DL,DEN,ATL,63,63,2066,120,0,0,21,20,8839
2014,9,24,JB,ATL,DFW,14,3,2698,93,0,0,5,6,2797
2014,11,9,SW,DFW,ATL,27,132,738,229,0,1,20,17,1597
2014,8,23,AA,ORD,ATL,98,103,1626,258,0,0,24,5,2458
2014,9,27,AA,ATL,LAX,111,64,1173,184,0,0,26,19,5575
2014,4,10,JB,ATL,LAX,109,54,2692,240,0,0,7,9,1477
2014,1,11,SW,ATL,DEN,39,15,357,59,0,0,16,8,4783
